Date	Precipitation	Snow_Water_Equi	Snow_melt+rain	ETP_Coeff	ETP_Input	LAI	I-Cap	Int. ETi(leaf)	I-Bal	I-Prec	I-Rem	I_ETi(litter)	Bilanz	Content	S-REstn	Inf-Limit	P-linf	Rest-ETA	Balance_soil	ETa	ET-Balance	Seepage	Storage	Surface_runoff	Runoff_total	I-Leaf	I-Litter	ETaTotal
15.01.1995	0.1	0.0	0.1	0.2	0.0671795362188325	1.0	0.35	0.0671795362188325	0.0328204637811675	0.0328204637811675	0.0	0.0	0.0328204637811675	0.0	0.0328204637811675	10.432760633039827	0.027897394213992375	0.0	208.2968548620547	0.0	208.2968548620547	1.1694501867796123	207.12740467527507	0.004923069567175125	1.1743732563467875	0.0671795362188325	0.0	0.0671795362188325
16.01.1995	0.0	0.0	0.0	0.2	0.5085717944725067	1.0	0.35	0.35	-0.35	0.0	0.5085717944725067	0.0	0.0	0.0	0.0	10.718148831181232	0.0	0.5085717944725067	207.12740467527507	0.5085717944725067	206.61883288080256	1.1254233314448603	205.4934095493577	0.0	1.1254233314448603	0.0	0.0	0.5085717944725067
17.01.1995	0.0	0.0	0.0	0.2	0.40380384172667744	1.0	0.35	0.35	-0.35	0.0	0.40380384172667744	0.0	0.0	0.0	0.0	11.126647612660577	0.0	0.40380384172667744	205.4934095493577	0.40380384172667744	205.08960570763102	1.086036149922017	204.003569557709	0.0	1.086036149922017	0.0	0.0	0.40380384172667744
18.01.1995	0.0	0.0	0.0	0.2	0.35722500336307195	1.0	0.35	0.35	-0.35	0.0	0.35722500336307195	0.0	0.0	0.0	0.0	11.49910761057275	0.0	0.35722500336307195	204.003569557709	0.35722500336307195	203.64634455434592	1.049506643595653	202.59683791075025	0.0	1.049506643595653	0.0	0.0	0.35722500336307195
19.01.1995	0.0	0.0	0.0	0.2	0.07067442398909955	1.0	0.35	0.07067442398909955	-0.07067442398909955	0.0	0.07067442398909955	0.0	0.0	0.0	0.0	11.850790522312437	0.0	0.07067442398909955	202.59683791075025	0.07067442398909955	202.52616348676116	1.0215851489765446	201.5045783377846	0.0	1.0215851489765446	0.0	0.0	0.07067442398909955
20.01.1995	0.0	0.0	0.0	0.2	0.2865272746093848	1.0	0.35	0.2865272746093848	-0.2865272746093848	0.0	0.2865272746093848	0.0	0.0	0.0	0.0	12.123855415553848	0.0	0.2865272746093848	201.5045783377846	0.2865272746093848	201.2180510631752	0.9894557727750802	200.22859529040014	0.0	0.9894557727750802	0.0	0.0	0.2865272746093848
21.01.1995	0.0	0.0	0.0	0.2	0.15292823181463414	1.0	0.35	0.15292823181463414	-0.15292823181463414	0.0	0.15292823181463414	0.0	0.0	0.0	0.0	12.442851177399966	0.0	0.15292823181463414	200.22859529040014	0.15292823181463414	200.0756670585855	0.9618168682316153	199.1138501903539	0.0	0.9618168682316153	0.0	0.0	0.15292823181463414
22.01.1995	0.0	0.0	0.0	0.2	0.2670796196017003	1.0	0.35	0.2670796196017003	-0.2670796196017003	0.0	0.2670796196017003	0.0	0.0	0.0	0.0	12.721537452411525	0.0	0.2670796196017003	199.1138501903539	0.2641212126758203	198.84972897767807	0.9325919639779926	197.91713701370008	0.0	0.9325919639779926	0.0	0.0	0.2641212126758203
23.01.1995	0.0	0.0	0.0	0.2	0.45182250813910496	1.0	0.35	0.35	-0.35	0.0	0.45182250813910496	0.0	0.0	0.0	0.0	13.020715746574979	0.0	0.45182250813910496	197.91713701370008	0.44005895340685325	197.47707806029322	0.9004046437141154	196.5766734165791	0.0	0.9004046437141154	0.0	0.0	0.44005895340685325
24.01.1995	0.0	0.0	0.0	0.2	0.37120347753679017	1.0	0.35	0.35	-0.35	0.0	0.37120347753679017	0.0	0.0	0.0	0.0	13.355831645855226	0.0	0.37120347753679017	196.5766734165791	0.35531909338041545	196.22135432319868	0.8714542282293898	195.34990009496929	0.0	0.8714542282293898	0.0	0.0	0.35531909338041545
25.01.1995	0.0	0.0	0.0	0.2	0.25026724718698734	1.0	0.35	0.25026724718698734	-0.25026724718698734	0.0	0.25026724718698734	0.0	0.0	0.0	0.0	13.662524976257679	0.0	0.25026724718698734	195.34990009496929	0.235720150907281	195.11417994406202	0.8463210043003392	194.26785893976168	0.0	0.8463210043003392	0.0	0.0	0.235720150907281
26.01.1995	0.0	0.0	0.0	0.2	0.2084695833574042	1.0	0.35	0.2084695833574042	-0.2084695833574042	0.0	0.2084695833574042	0.0	0.0	0.0	0.0	13.93303526505958	0.0	0.2084695833574042	194.26785893976168	0.1935323701252323	194.07432656963644	0.8230508785117719	193.25127569112468	0.0	0.8230508785117719	0.0	0.0	0.1935323701252323
27.01.1995	0.0	0.0	0.0	0.2	0.2752327790790879	1.0	0.35	0.2752327790790879	-0.2752327790790879	0.0	0.2752327790790879	0.0	0.0	0.0	0.0	14.187181077218831	0.0	0.2752327790790879	193.25127569112468	0.2520144022444585	192.9992612888802	0.7993338223083306	192.19992746657186	0.0	0.7993338223083306	0.0	0.0	0.2520144022444585
28.01.1995	6.9	0.0	6.9	0.2	0.06404899581329714	1.0	0.35	0.06404899581329714	6.835951004186703	6.835951004186703	0.0	0.0	6.835951004186703	0.0	6.835951004186703	14.450018133357034	5.810558353558697	0.0	198.01048582013055	0.0	198.01048582013055	0.9128453846839184	197.09764043544664	1.0253926506280058	1.9382380353119242	0.06404899581329714	0.0	0.06404899581329714
29.01.1995	2.6	0.0	2.6	0.2	0.1542049487890338	1.0	0.35	0.1542049487890338	2.4457950512109665	2.4457950512109665	0.0	0.0	2.4457950512109665	0.0	2.4457950512109665	13.225589891138341	2.0789257935293213	0.0	199.17656622897596	0.0	199.17656622897596	0.9403392959717124	198.23622693300425	0.36686925768164524	1.3072085536533575	0.1542049487890338	0.0	0.1542049487890338
30.01.1995	0.0	0.0	0.0	0.2	0.45826291404408076	1.0	0.35	0.35	-0.35	0.0	0.45826291404408076	0.0	0.0	0.0	0.0	12.940943266748938	0.0	0.45826291404408076	198.23622693300425	0.44815951672665655	197.78806741627758	0.9076475148539019	196.8804199014237	0.0	0.9076475148539019	0.0	0.0	0.44815951672665655
31.01.1995	1.5	1.5	0.0	0.2	0.1343197604493317	1.0	0.35	0.1343197604493317	-0.1343197604493317	0.0	0.1343197604493317	0.0	0.0	0.0	0.0	13.279895024644077	0.0	0.1343197604493317	196.8804199014237	0.1290819948050408	196.75133790661866	0.8836151805683937	195.86772272605026	0.0	0.8836151805683937	0.0	0.0	0.1290819948050408
01.02.1995	0.0	0.0	1.5	0.21	0.2768718555985211	1.0	0.35	0.2768718555985211	1.2231281444014788	1.2231281444014788	0.0	0.0	1.2231281444014788	0.0	1.2231281444014788	13.533069318487435	1.039658922741257	0.0	196.90738164879153	0.0	196.90738164879153	0.8872118028109313	196.0201698459806	0.18346922166022184	1.070681024471153	0.2768718555985211	0.0	0.2768718555985211
02.02.1995	0.0	0.0	0.0	0.21	0.38805538822963415	1.0	0.35	0.35	-0.35	0.0	0.38805538822963415	0.0	0.0	0.0	0.0	13.494957538504849	0.0	0.38805538822963415	196.0201698459806	0.3687504565358091	195.65141938944478	0.8584705883456492	194.79294880109913	0.0	0.8584705883456492	0.0	0.0	0.3687504565358091
03.02.1995	0.0	0.0	0.0	0.21	0.4285089646696833	1.0	0.35	0.35	-0.35	0.0	0.4285089646696833	0.0	0.0	0.0	0.0	13.801762799725218	0.0	0.4285089646696833	194.79294880109913	0.4006181131918952	194.39233068790725	0.8301328297768419	193.56219785813042	0.0	0.8301328297768419	0.0	0.0	0.4006181131918952
